P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_MASS,P_MASS_ORIGIN,P_RADIUS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,S_NAME,S_TYPE,S_MAG,S_DISTANCE,S_TEMPERATURE,S_MASS,S_RADIUS,S_METALLICITY,S_AGE,S_LOG_LUM,S_LOG_G,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,S_TYPE_TEMP,S_LUMINOSITY,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,HABITABILITY
KELT-9 b,Transit,KELT-North,2017,915.3504,Mass,21.196,1.4811235,0.03462,0.0,86.79,90.0,KELT-9,B9.5-A0,7.55,204.455,10170.0,2.52,2.36,-0.03,0.3,1.724,4.09,6.5715336,43.185054,2.0374153,0.09612263,0.0024708208,0.03462,0.03462,0.03462,0.03462,44192.225,3693.4836,,Jovian,B,52.966344,19.650055,5223.5676,0.39830145,0,0,Hot,0,0.044014664,0
WASP-43 b,Transit,SuperWASP,2011,565.714,Mass,10.424,0.813475,0.0142,0.0,82.6,90.0,WASP-43,K7 V,12.305,86.7467,4400.0,0.58,0.6,-0.01,7.0,-0.825,4.49,7.3668404,54.270338,5.2062872,0.49945196,0.0014086288,0.0142,0.0142,0.0142,0.0142,742.03316,1329.5526,,Jovian,K,0.14962357,1.0443925,0.15856563,0.41262022,0,0,Hot,0,0.084813323,0
WASP-114 b,Transit,SuperWASP-North,2016,562.24127,Mass,15.009,1.5487743,0.02851,0.012,83.96,-71.0,WASP-114,G0,12.685,523.337,5940.0,1.29,1.43,0.14,4.3,0.333,4.3,6.12048,37.460275,2.4958542,0.1662905,0.0021362418,0.028512053,0.02816788,0.02885212,0.028510513,2648.7248,1827.4571,,Jovian,G,2.1527817,3.9615374,2.9170999,0.49659173,0,0,Hot,0,0.060787856,0
K2-260 b,Transit,K2,2018,451.3186,Mass,17.396,2.6266657,0.0404,0.0,88.67,90.0,K2-260,F6 V,12.624,663.834,6367.0,1.39,1.69,-0.14,1.9,0.543,4.15,5.0935071,25.943815,1.4913667,0.085730437,0.0027775129,0.0404,0.0404,0.0404,0.0404,2139.1304,1732.4433,,Jovian,F,3.4914032,5.0450301,6.2280491,0.44431268,0,0,Hot,0,0.053291735,0
KELT-11 b,Transit,KELT-South,2017,54.34893,Mass,15.132,4.7361,0.06229,0.0007,85.3,-1.0,KELT-11,G8/K0 IV,8.04,99.1596,5375.0,1.44,2.69,0.17,,0.744,3.7,1.8951663,3.5916554,0.23735497,0.015685631,0.0020885376,0.062290015,0.062246397,0.062333603,0.062290004,1429.4318,1566.3562,,Jovian,G,5.5462571,6.3586331,1.1463544,0.5209611,0,0,Hot,0,0.060686021,0
HAT-P-33 b,Transit,HATNet,2011,292.4036,Mass,20.737,3.47447,0.04995,0.0,87.2,15.0,HAT-P-33,F4,11.032,396.11,6446.0,1.82,1.79,0.05,2.3,0.618,4.15,3.7550731,14.100574,0.67997173,0.032790265,0.0027161756,0.04995,0.04995,0.04995,0.04995,1663.1408,1626.7918,,Jovian,F,4.1495404,5.5000136,7.8039452,0.50180688,0,0,Hot,0,0.045524918,0
WASP-172 b,Transit,SuperWASP-South,2018,149.3801,Mass,17.598,5.477433,0.0694,0.0,86.7,,WASP-172,F1 V,10.988,538.11,6900.0,1.49,1.91,-0.1,1.79,0.934,4.05,2.9134979,8.4884703,0.48235426,0.027409607,0.0032248799,0.0694,0.0694,0.0694,0.0694,1783.5326,1655.4649,,Jovian,F,8.5901352,7.9134118,15.925389,0.45022447,0,0,Hot,0,0.052833875,0
WASP-144 b,Transit,SuperWASP-South,2018,139.8452,Mass,9.528,2.2783152,0.0316,0.0,86.9,,WASP-144,K2 V,13.085,355.513,5200.0,0.81,0.81,0.18,8.71,-0.129,4.53,3.8310949,14.677288,1.5404374,0.1616748,0.0017600561,0.0316,0.0316,0.0316,0.0316,744.09063,1330.4733,,Jovian,K,0.74301914,2.3273611,0.70057683,0.47832477,0,0,Hot,0,0.091488053,0
WASP-18 b,Transit,SuperWASP,2009,3241.8497,Mass,13.899,0.94145223,0.02024,0.0051,83.5,-85.0,WASP-18,F6 IV-V,9.28,123.483,6432.0,1.29,1.32,0.107,1.57,0.428,4.31,15.272308,233.24338,16.781307,1.2073751,0.00273848,0.020240263,0.020136776,0.020343224,0.020240066,6540.1037,2290.8347,,Jovian,F,2.6791683,4.4194046,6.7926828,0.41982795,0,0,Hot,0,0.064870665,0
HAT-P-49 b,Transit,HATNet,2014,699.226,Mass,17.822,2.69155,0.04378,0.0,86.2,0.0,HAT-P-49,F,10.205,350.351,6820.0,2.22,2.06,0.07,1.5,0.814,4.1,6.2636945,39.233868,2.201429,0.12352312,0.0029795399,0.04378,0.04378,0.04378,0.04378,3399.7618,1945.1891,,Jovian,F,6.5162839,6.8922935,15.853416,0.49929556,0,0,Hot,0,0.051949973,0
HATS-3 b,Transit,HATSouth,2013,340.382,Mass,15.48,3.547851,0.0485,0.0,86.2,155.0,HATS-3,F,12.433,411.211,6351.0,1.21,1.4,-0.157,3.2,0.456,4.22,4.6891898,21.988501,1.4204458,0.091760066,0.0031787331,0.0485,0.0485,0.0485,0.0485,1214.8328,1503.9342,,Jovian,F,2.8575905,4.5641905,5.7854569,0.46274843,0,0,Hot,0,0.059595211,0
HAT-P-46 b,Transit,HATNet,2014,156.684,Mass,14.392,4.463129,0.0577,0.123,85.5,70.0,HAT-P-46,,11.997,290.736,6120.0,1.28,1.4,0.3,2.5,0.391,4.25,3.2995275,10.886882,0.7564537,0.052560707,0.0025132299,0.058136472,0.0506029,0.0647971,0.057809663,744.66115,1326.9345,,Jovian,F,2.4603676,4.2351009,3.9639297,0.45249956,0,0,Hot,0,0.06414443,0
KELT-17 b,Transit,KELT,2016,416.3573,Mass,17.094,3.0801716,0.04881,,84.87,,KELT-17,A,9.234,226.5,7454.0,1.64,1.65,-0.018,0.65,0.876,4.22,4.9352737,24.356926,1.4248816,0.083355658,0.0030914923,0.04881,0.04881,0.04881,0.04881,3154.8767,1909.1731,,Jovian,A,7.5162289,7.4022503,42.591729,0.39263741,0,0,Hot,0,0.053986563,0
HAT-P-21 b,Transit,HATNet,2010,1547.8321,Mass,12.442,4.12448,0.0494,0.23,87.2,305.8,HAT-P-21,G3,11.459,277.278,5588.0,1.24,1.21,0.01,10.2,0.025,4.33,11.153645,124.4038,9.9986981,0.80362467,0.0040967266,0.05070663,0.038038,0.060762,0.049732473,446.01368,1158.8566,,Jovian,G,1.0592537,2.7788414,1.5725161,0.56597698,0,0,Hot,0,0.073815729,0
K2-333 b,Transit,K2,2018,31.6,M-R relationship,6.18,14.759287,0.12003884,,89.35,,K2-333,,12.073,343.99,5880.0,1.06,1.22,0.07,,0.165,4.29,2.2612538,5.1132686,0.82738974,0.13388184,0.0037230664,0.12003884,0.12003884,0.12003884,0.12003884,101.47438,808.51636,,Neptunian,G,1.4621772,3.264854,2.4646558,0.47038459,0,0,Hot,0,0.13923447,0
HAT-P-32 b,Transit,HATNet,2011,216.1244,Mass,22.194,2.1500082,0.03397,0.159,88.98,50.0,HAT-P-32,,11.439,289.205,6001.0,1.13,1.37,-0.16,2.7,0.338,4.22,3.1205713,9.7379652,0.43876567,0.019769562,0.0016464628,0.034399398,0.02856877,0.03937123,0.034078251,1911.4775,1676.336,,Jovian,F,2.1777098,3.9844076,3.0995173,0.43968834,0,0,Hot,0,0.042689553,0
HD 2685 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,371.8611,Mass,16.141,4.12688,0.0568,0.091,89.252,184.36,HD 2685,,9.595,196.852,6801.0,1.43,1.56,0.02,1.31,0.668,4.21,4.7998223,23.038294,1.4273151,0.088427926,0.003296444,0.05703518,0.0516312,0.0619688,0.056858955,1449.1356,1569.2794,,Jovian,F,4.6558609,5.8259099,13.251783,0.421582,0,0,Hot,0,0.057264903,0
Kepler-396 b,Transit,Kepler,2013,75.5,Mass,3.5,42.994,0.2336,0.0,89.34,,Kepler-396,,12.259,223.757,5565.0,0.85,1.06,0.156,4.37,-0.135,4.32,4.6445052,21.571429,6.1632653,1.7609329,0.010425593,0.2336,0.2336,0.2336,0.2336,13.429329,487.65568,,Neptunian,G,0.73282453,2.3113396,1.3328056,0.43328939,0,0,Hot,0,0.27521018,0
WASP-38 b,Transit,SuperWASP,2010,1093.3352,Mass,13.787,6.87188,0.07522,0.03,89.5,-22.2,WASP-38,F8 V,9.391,136.24,6180.0,1.76,1.52,-0.02,3.29,0.453,4.25,8.905161,79.301893,5.7519325,0.41719972,0.0062273585,0.075253849,0.0729634,0.0774766,0.075228465,501.79793,1205.4761,,Jovian,F,2.837919,4.5484536,4.8864553,0.52673848,0,0,Hot,0,0.067303364,0
WASP-120 b,Transit,SuperWASP,2016,1541.4755,Mass,16.511,3.6112706,0.0514,0.057,82.54,-27.0,WASP-120,F5,10.96,381.174,6450.0,1.39,1.87,-0.05,2.6,0.675,4.04,9.6623246,93.360517,5.6544435,0.34246524,0.0050184238,0.051483499,0.0484702,0.0543298,0.051420897,1793.8264,1656.8374,,Jovian,F,4.7315126,5.8730509,7.1825692,0.46815751,0,0,Hot,0,0.055968876,0
WASP-72 b,Transit,SuperWASP,2012,731.009,Mass,14.46,2.21673,0.03711,0.0,86.8,,WASP-72,F7,10.868,434.754,6250.0,2.78,2.18,-0.06,3.2,0.724,4.09,7.1101247,50.553873,3.4961184,0.24177859,0.0023781296,0.03711,0.03711,0.03711,0.03711,3846.078,2006.1076,,Jovian,F,5.2966344,6.2138929,6.4179978,0.61061121,0,0,Hot,0,0.062726337,0
HAT-P-16 b,Transit,HATNet,2010,1332.605,Mass,14.448,2.77596,0.0413,0.036,86.6,214.0,HAT-P-16,F8,10.911,226.637,6158.0,1.22,1.24,0.17,2.0,0.294,4.34,9.6038828,92.234565,6.3838985,0.44185344,0.0041013441,0.041326762,0.0398132,0.0427868,0.041306693,1154.4669,1484.5318,,Jovian,F,1.9678863,3.787597,4.1641694,0.42905844,0,0,Hot,0,0.063418574,0
HAT-P-57 b,Transit,HATNet,2015,448.1403,Mass,19.504,2.4653,0.0406,0.0,88.26,,HAT-P-57,A8 V,10.639,279.86,6330.0,2.77,1.85,-0.25,1.0,0.806,4.25,4.7934164,22.976841,1.1780579,0.060400834,0.0022128706,0.0406,0.0406,0.0406,0.0406,3881.0383,2010.651,,Jovian,A,6.3973484,6.8291046,7.35474,0.50240208,0,0,Hot,0,0.047791945,0
K2-199 c,Transit,K2,2018,12.4,Mass,2.85,7.3744897,0.0662,0.03,87.7,170.0,K2-199,,12.358,107.518,4491.0,0.71,0.68,-0.01,5.04,-0.733,4.64,2.0858756,4.3508772,1.5266236,0.5356574,0.0016664902,0.06622979,0.064214,0.068186,0.06620745,42.216239,649.22656,,Neptunian,K,0.18492686,1.1610843,0.19832734,0.41787787,0,0,Hot,0,0.24485668,0
HD 5278 c,Radial Velocity,Paranal Observatory,2021,18.4,Msini,4.49,40.87,0.2416,0.07,,8.0,HD 5278,F V,7.94,57.5846,6203.0,1.13,1.19,-0.12,3.0,0.28,4.5,2.0243506,4.0979955,0.91269389,0.20327258,0.0056965457,0.24219192,0.224688,0.258512,0.24174822,32.724482,608.7207,,Neptunian,F,1.9054607,3.7270375,4.3854069,0.44747749,0,0,Hot,0,0.19718469,0
CoRoT-11 b,Transit,CoRoT,2010,740.51,Mass,16.03,2.99433,0.0436,0.0,83.17,,CoRoT-11,F6 V,12.897,655.037,6440.0,1.27,1.37,-0.03,2.0,0.378,4.22,6.7967094,46.195259,2.8818003,0.17977544,0.0036434611,0.0436,0.0436,0.0436,0.0436,1256.1081,1516.5491,,Jovian,F,2.3878113,4.172187,6.8509103,0.43484159,0,0,Hot,0,0.057733305,0
Kepler-12 b,Transit,Kepler,2011,137.30256,Mass,19.661,4.4379629,0.0553,0.0,88.796,182.0,Kepler-12,,13.468,881.386,5947.0,1.17,1.48,0.07,4.0,0.449,4.17,2.6426309,6.9834983,0.35519548,0.018065992,0.002708162,0.0553,0.0553,0.0553,0.0553,919.49577,1402.7722,,Jovian,G,2.8119008,4.5275553,2.8578505,0.47493057,0,0,Hot,0,0.048309902,0
K2-266 e,Transit,K2,2018,14.3,Mass,2.73,19.482,0.1249,0.043,89.45,89.0,K2-266,,11.625,77.5586,4285.0,0.69,0.7,-0.12,,-0.823,4.58,2.2886885,5.2380952,1.9187162,0.70282645,0.0032841421,0.12501547,0.1195293,0.1302707,0.12492889,9.6444397,448.76428,,Neptunian,K,0.1503142,1.0468001,0.13789416,0.40766256,0,0,Hot,0,0.33869937,0
HATS-31 b,Transit,HATSouth,2016,279.6904,Mass,18.383,3.37796,0.0478,0.233,85.0,,HATS-31,,13.315,773.974,6050.0,1.28,1.87,0.0,4.3,0.619,4.0,3.9005925,15.214622,0.82764631,0.045022375,0.0022088406,0.049097507,0.0366626,0.0589374,0.048130307,1871.8239,1658.2133,,Jovian,F,4.1591061,5.5063494,3.5147763,0.49530522,0,0,Hot,0,0.050751446,0
pi Men d,Radial Velocity,La Silla Observatory,2022,13.38,Msini,3.72,124.64,0.4993547,0.22,,323.0,HD 39091,G0 V,5.65,18.2702,5998.0,1.07,1.19,0.09,3.92,0.195,4.36,1.8965163,3.5967742,0.96687478,0.25991258,0.009043012,0.51143909,0.38949667,0.60921274,0.5024249,6.4410178,402.08154,,Neptunian,G,1.5667511,3.379588,3.0280113,0.45944526,0,0,Hot,0,0.34167998,0
K2-25 b,Transit,K2,2015,24.5,Mass,3.44,3.4845641,0.0287,0.428,87.16,120.0,K2-25,M4.5 V,16.21,44.9565,3207.0,0.26,0.29,0.15,0.73,-2.088,4.94,2.668725,7.122093,2.0703759,0.60185345,0.0007472411,0.03132869,0.0164164,0.0409836,0.029400478,10.969178,446.6039,,Neptunian,M,0.0081658237,0.24398536,0.015629273,0.21665552,0,0,Hot,0,0.29440309,0
TOI-674 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,23.6,Mass,5.25,1.977143,0.025,0.0,87.21,,TOI-674,M2 V,14.203,46.0851,3514.0,0.42,0.42,0.17,,-1.614,4.81,2.1201977,4.4952381,0.85623583,0.16309254,0.00095781028,0.025,0.025,0.025,0.025,38.915264,636.2528,,Neptunian,M,0.02432204,0.42107918,0.031075799,0.345489,0,0,Hot,0,0.17395572,0
HATS-4 b,Transit,HATSouth,2014,420.471,Mass,11.433,2.516729,0.0362,0.013,88.5,275.0,HATS-4,G,13.516,416.459,5403.0,1.0,0.93,0.43,2.1,-0.187,4.51,6.0644012,36.776961,3.2167376,0.28135552,0.00267746,0.036203059,0.0357294,0.0366706,0.036200765,496.1575,1202.2391,,Jovian,G,0.65012969,2.1770267,1.0651793,0.40481946,0,0,Hot,0,0.079097563,0
TOI-1728 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,26.78,Mass,5.05,3.49151,0.0391,0.057,88.31,45.0,TOI-1728,M0,12.39,60.798,3980.0,0.65,0.62,0.25,7.1,-1.056,4.66,2.3028179,5.3029703,1.0500931,0.20793923,0.0012738143,0.039163518,0.0368713,0.0413287,0.039115896,57.590804,701.33105,,Neptunian,M,0.087902252,0.80050448,0.080045079,0.42960799,0,0,Hot,0,0.16903063,0
TOI-1130 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,19.28,Mass,3.56,4.07445,0.04457,0.0541,92.14,144.24,TOI-1130,K6-K7,11.595,58.2609,4350.0,0.71,0.7,0.3,4.1,-0.854,4.62,2.3271722,5.4157303,1.5212726,0.42732375,0.0012675234,0.044635224,0.042158763,0.046981237,0.044586322,70.558804,737.90234,,Neptunian,K,0.13995873,1.0100986,0.15566105,0.40374603,0,0,Hot,0,0.20625668,0
Kepler-448 c,Transit Timing Variations,Kepler,2017,6992.26,Mass,12.0,2500.0,4.2,0.65,,-89.0,KOI-12,,11.51,399.398,6466.33,1.5,1.4,0.081,1.45,0.574,4.31,24.138938,582.68833,48.557361,4.0464468,0.24562808,5.08725,1.47,6.93,4.4607053,0.27972123,167.84096,,Jovian,F,3.74973,5.2283393,7.5768626,0.43566224,0,0,Cold,0,0.28140221,0
WASP-151 b,Transit,SuperWASP-South,2017,100.43378,Mass,13.305,4.5334775,0.055,0.0,88.25,-50.0,WASP-151,G1,12.821,453.099,5871.0,1.08,1.18,0.1,5.5,0.145,4.35,2.7474669,7.5485742,0.56734868,0.042641765,0.0024924892,0.055,0.055,0.055,0.055,461.60938,1180.7783,,Jovian,G,1.3963684,3.1905368,2.4420085,0.48763313,0,0,Hot,0,0.069597747,0
Qatar-2 b,Transit,Qatar,2011,792.635,Mass,14.056,1.3371165,0.02153,0.0,86.12,,Qatar-2,,13.443,181.374,4645.0,0.74,0.78,0.02,5.0,-0.683,4.53,7.5094088,56.391221,4.0118968,0.28542236,0.0022034834,0.02153,0.02153,0.02153,0.02153,447.62253,1171.7304,,Jovian,K,0.20749135,1.2298829,0.26198466,0.42312018,0,0,Hot,0,0.06643838,0
HD 63433 d,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,1.25,M-R relationship,1.073,4.209075,0.0503,0.16,88.73,,HD 63433,G5 V,6.92035,22.4035,5688.0,0.99,0.91,0.03,0.414,-0.125,4.52,1.0793322,1.1649581,1.0857018,1.0118377,0.00045679793,0.05094384,0.042252,0.058348,0.050462329,300.25856,1055.276,1191.7684,Terran,G,0.74989421,2.3381037,1.7322533,0.30780095,0,0,Hot,0,0.29714636,0
K2-199 b,Transit,K2,2018,6.9,Mass,1.73,3.2253993,0.0382,0.02,88.8,170.0,K2-199,,12.358,107.518,4491.0,0.71,0.68,-0.01,5.04,-0.733,4.64,1.9971077,3.9884393,2.3054562,1.3326337,0.000799107,0.03820764,0.037436,0.038964,0.03820191,126.75356,854.68714,965.23482,Superterran,K,0.18492686,1.1610843,0.19832734,0.41787787,0,0,Hot,0,0.27873821,0
WASP-96 b,Transit,SuperWASP,2014,152.55,Mass,13.45,3.4252602,0.0453,0.0,85.6,,WASP-96,G8,12.569,352.464,5540.0,1.06,1.05,0.14,8.0,0.032,4.42,3.3677897,11.342007,0.84327193,0.062696798,0.0023745732,0.0453,0.0453,0.0453,0.0453,524.57018,1219.1317,,Jovian,G,1.0764652,2.8013267,1.374283,0.51583221,0,0,Hot,0,0.068671946,0
HATS-10 b,Transit,HATSouth,2015,167.17858,Mass,10.862,3.312846,0.04491,0.501,87.79,,HATS-10,,13.202,534.889,5880.0,1.1,1.1,0.15,3.3,0.117,4.39,3.9231545,15.391142,1.4169712,0.13045215,0.0011962579,0.050546227,0.02241009,0.06740991,0.046451139,750.02074,1264.304,,Jovian,G,1.3091819,3.0893262,2.4952757,0.45058292,0,0,Hot,0,0.081877583,0
LP 791-18 d,Transit,Spitzer Space Telescope,2023,0.9,Mass,1.032,2.753436,0.01992,0.0015,89.34,,LP 791-18,M(6.1 +/- 0.7) V,16.91,26.4927,2960.0,0.14,0.18,-0.09,0.5,-2.638,5.12,0.93385921,0.87209302,0.84505138,0.81884824,0.00036993675,0.019920022,0.01989012,0.01994988,0.019920006,5.7999176,395.32564,446.45819,Terran,M,0.0023014418,0.12952803,0.0083182609,0.16548647,0,0,Hot,0,0.50074413,0
TIC 257060897 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,212.94503,Mass,16.701,3.660028,0.051,0.03,86.0,20.0,TIC 257060897,,11.814,505.703,5988.0,1.32,1.82,,3.47,0.61,3.93,3.5707753,12.750436,0.76345344,0.045713038,0.0026937566,0.05102295,0.04947,0.05253,0.051005739,1566.9501,1602.471,,Jovian,G,4.0738028,5.4495892,3.1922216,0.48284128,0,0,Hot,0,0.055478743,0
TOI-677 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,392.83788,Mass,13.115,11.2366,0.1038,0.435,87.63,70.47,TOI-677,F8,9.822,141.812,6295.0,1.18,1.28,0.0,2.92,0.312,4.29,5.4729632,29.953327,2.2838983,0.17414398,0.0040657578,0.11362078,0.058647,0.148953,0.10642286,211.42441,934.50631,,Jovian,F,2.0511622,3.8669073,5.2109944,0.45194194,0,0,Hot,0,0.073191265,0
WASP-2 b,Transit,SuperWASP,2007,295.89973,Mass,12.117,2.152175,0.03144,0.0054,84.49,267.0,WASP-2,K1,11.728,153.242,5180.0,0.9,0.87,0.12,8.2,-0.313,4.51,4.9416813,24.420214,2.015368,0.16632566,0.0021588225,0.031440458,0.031270224,0.031609776,0.031440115,492.08628,1199.7967,,Jovian,K,0.48640721,1.8830583,0.70110959,0.49046496,0,0,Hot,0,0.075282548,0
WASP-153 b,Transit,SuperWASP,2017,123.9537,Mass,17.374,3.332609,0.048,0.009,84.1,,WASP-153,G0,12.591,610.176,5914.0,1.34,1.73,0.34,4.0,0.46,4.1,2.6710366,7.1344365,0.41063869,0.023635241,0.0021518816,0.048001944,0.047568,0.048432,0.048000486,1251.8005,1515.2242,,Jovian,G,2.8840315,4.5852579,2.8252524,0.49690088,0,0,Hot,0,0.053702234,0
KOI-13 b,Transit,Kepler,2011,2949.4624,Mass,16.948,1.763588,0.03641,0.00064,86.77,5.0,KOI-13,,9.791,519.096,7650.0,1.72,1.74,0.2,1.12,0.971,4.2,13.192047,174.03012,10.268475,0.60588123,0.0043564496,0.036410007,0.036386698,0.036433302,0.036410002,7056.0026,2334.7445,,Jovian,A,9.3540567,8.2577887,60.598135,0.43678796,0,0,Hot,0,0.054224004,0
LTT 3780 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,7.02,Mass,2.33,12.252196,0.07673,0.03,89.08,1.9,LTT 3780,M3.5 V,13.14,21.9814,3360.0,0.38,0.38,0.09,,-1.777,4.81,1.7357637,3.0128755,1.2930796,0.5549698,0.0019680676,0.076764529,0.0744281,0.0790319,0.076738635,2.839652,330.63032,373.39499,Superterran,M,0.016710906,0.34903081,0.023069149,0.33415322,0,0,Hot,0,0.55893576,0
WASP-60 b,Transit,SuperWASP,2012,174.8065,Mass,9.864,4.305,0.05548,0.0,87.9,,WASP-60,G1 V,11.67,431.052,5900.0,1.19,1.17,-0.04,1.7,0.347,4.2,4.2097108,17.721665,1.7966002,0.18213709,0.0029281405,0.05548,0.05548,0.05548,0.05548,722.31577,1320.631,,Jovian,G,2.2233099,4.0259072,2.6510973,0.4141414,0,0,Hot,0,0.088907336,0
WASP-75 b,Transit,SuperWASP,2013,340.06,Mass,14.235,2.484193,0.0375,0.0,82.0,,WASP-75,F9,11.591,294.001,6100.0,1.14,1.26,0.07,3.5,0.304,4.29,4.8876381,23.889006,1.678188,0.11789167,0.0025063021,0.0375,0.0375,0.0375,0.0375,1431.9817,1567.0544,,Jovian,F,2.0137242,3.8314553,3.6849807,0.46047331,0,0,Hot,0,0.064080469,0
WASP-145 A b,Transit,SuperWASP-South,2018,282.8687,Mass,10.088,1.7690381,0.0261,0.0,83.3,,WASP-145 A,K2 V,11.636,91.299,4900.0,0.76,0.68,-0.04,6.99,-0.684,4.65,5.295292,28.040117,2.7795516,0.2755305,0.0018779449,0.0261,0.0261,0.0261,0.0261,303.8918,1063.6028,,Jovian,K,0.20701413,1.2284678,0.40963454,0.45141456,0,0,Hot,0,0.089311137,0
TOI-561 e,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,12.6,Mass,2.55,77.03,0.328,0.079,89.8,143.0,TOI-561,G9 V,10.252,85.799,5372.0,0.81,0.84,-0.4,11.0,-0.273,4.5,2.2228757,4.9411765,1.9377163,0.75988873,0.0075430543,0.32902352,0.302088,0.353912,0.32825641,4.9729235,379.96457,,Neptunian,G,0.5333349,1.9718041,0.94143006,0.49730019,0,0,Hot,0,0.43738613,0
TOI-776 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,4.0,Mass,1.85,8.24661,0.0652,0.06,89.65,-67.0,TOI-776,M1 V,11.536,27.1701,3709.0,0.54,0.54,-0.2,7.8,-1.31,4.73,1.4704292,2.1621622,1.1687363,0.63174935,0.0011950409,0.06531736,0.061288,0.069112,0.065229375,11.542183,469.22171,529.91219,Superterran,M,0.048977882,0.59753557,0.047238577,0.41024049,0,0,Hot,0,0.36934369,0
HAT-P-28 b,Transit,HATNet,2011,198.953,Mass,13.585,3.257215,0.0434,0.051,88.0,233.0,HAT-P-28,G3,13.098,401.319,5680.0,1.03,1.1,0.12,6.1,0.053,4.36,3.8268851,14.64505,1.0780309,0.079354501,0.0023814727,0.043456442,0.0411866,0.0456134,0.043414122,600.60104,1260.4749,,Jovian,G,1.1297959,2.8698802,1.7313165,0.48834366,0,0,Hot,0,0.067822023,0
LTT 1445 A b,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,2.87,Mass,1.18,5.35876,0.022,0.19,89.203,221.0,LTT 1445 A,M3.0,10.59,6.86929,3340.0,0.26,0.27,-0.34,,-2.046,4.97,1.5595523,2.4322034,2.0611893,1.7467706,0.00039688297,0.0223971,0.01782,0.02618,0.022100471,18.929478,527.7144,595.97049,Terran,M,0.0089949758,0.25607299,0.019641401,0.2944482,0,0,Hot,0,0.36118048,0
HD 106315 c,Transit,K2,2017,15.2,Mass,4.35,21.05704,0.1536,0.22,88.61,96.0,HD 106315,F5 V,8.951,109.353,6327.0,1.09,1.3,-0.311,4.48,0.395,4.25,1.8692921,3.4942529,0.80327652,0.18466127,0.0028845413,0.15731712,0.119808,0.187392,0.15454438,107.89228,813.43545,,Neptunian,F,2.4831331,4.2546493,5.3618074,0.47269391,0,0,Hot,0,0.17668646,0
WASP-6 b,Transit,SuperWASP,2009,117.5971,Mass,11.545,3.36101,0.04217,0.05,88.47,1.7,WASP-6,,11.907,197.119,5450.0,0.55,0.73,-0.2,11.0,-0.297,4.6,3.1915477,10.185977,0.88228468,0.076421367,0.0023962039,0.042222712,0.0400615,0.0442785,0.042183189,284.1426,1045.394,,Jovian,G,0.5046613,1.918067,0.94611621,0.43709702,0,0,Hot,0,0.080058261,0
K2-266 d,Transit,K2,2018,8.9,Mass,2.93,14.697,0.1035,0.047,89.46,87.0,K2-266,,11.625,77.5586,4285.0,0.69,0.7,-0.12,,-0.823,4.58,1.7428547,3.0375427,1.036704,0.35382388,0.0023138337,0.10361432,0.0986355,0.1083645,0.1035286,14.047515,492.96892,,Neptunian,K,0.1503142,1.0468001,0.13789416,0.40766256,0,0,Hot,0,0.2953673,0
WASP-84 b,Transit,SuperWASP,2014,220.0,Mass,10.72,8.5234965,0.0778,0.077,88.292,,WASP-84,K0,10.825,100.588,5280.0,0.85,0.77,0.0,2.1,-0.325,4.6,4.5301642,20.522388,1.9144019,0.17858226,0.0045775644,0.078030638,0.0718094,0.0837906,0.077857772,78.402896,757.17928,,Jovian,K,0.47315126,1.8572218,0.81681401,0.38347262,0,0,Hot,0,0.094991063,0
HD 110113 c,Radial Velocity,La Silla Observatory,2021,10.5,Msini,2.114,6.744,0.068,0.045,,,HD 110113,G,10.09,106.307,5732.0,1.0,0.97,0.14,4.0,-0.032,4.46,2.2286515,4.9668874,2.349521,1.1114101,0.0014224182,0.06806885,0.06494,0.07106,0.068017224,201.10476,958.9374,,Neptunian,G,0.92896639,2.6023384,1.8745435,0.45071447,0,0,Hot,0,0.25559301,0
